item_index,virtual_object,physical_object,property_type,ground_truth_rating,interaction_activity,utilization_method,ft_predicted_rating,ft_accuracy_score,ft_parse_success,base_4o_predicted_rating,base_4o_accuracy_score,base_4o_parse_success,base_mini_predicted_rating,base_mini_accuracy_score,base_mini_parse_success,ft_error,base_4o_error,base_mini_error,winner
109,Hammer,Sewing Tape Measure,Interactivity,2,Striking and smashing objects,"Pull out about 15 cm of tape and wrap it around your fingers as a makeshift handle, letting the disc housing dangle forward as the hammer head.",2,1.0,True,2,1.0,True,1,0.9,True,0,0,1,fine_tuned
110,Hammer,Sewing Tape Measure,Outline,1,Striking and smashing objects,"Pull out about 15 cm of tape and wrap it around your fingers as a makeshift handle, letting the disc housing dangle forward as the hammer head.",2,0.9,True,2,0.9,True,2,0.9,True,1,1,1,fine_tuned
111,Hammer,Sewing Tape Measure,Texture,2,Striking and smashing objects,"Pull out about 15 cm of tape and wrap it around your fingers as a makeshift handle, letting the disc housing dangle forward as the hammer head.",2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
112,Hammer,Sewing Tape Measure,Hardness,1,Striking and smashing objects,"Pull out about 15 cm of tape and wrap it around your fingers as a makeshift handle, letting the disc housing dangle forward as the hammer head.",1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
113,Hammer,Sewing Tape Measure,Temperature,2,Striking and smashing objects,"Pull out about 15 cm of tape and wrap it around your fingers as a makeshift handle, letting the disc housing dangle forward as the hammer head.",2,1.0,True,2,1.0,True,1,0.9,True,0,0,1,fine_tuned
114,Hammer,Lay's,Inertia,1,Striking and smashing objects,Twist the unopened top to form a short handle and swing the puffy bag so the air-filled body slaps surfaces.,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
115,Hammer,Lay's,Interactivity,3,Striking and smashing objects,Twist the unopened top to form a short handle and swing the puffy bag so the air-filled body slaps surfaces.,2,0.9,True,1,0.5,True,2,0.9,True,1,2,1,fine_tuned
116,Hammer,Lay's,Outline,1,Striking and smashing objects,Twist the unopened top to form a short handle and swing the puffy bag so the air-filled body slaps surfaces.,2,0.9,True,1,1.0,True,2,0.9,True,1,0,1,base_4o
117,Hammer,Lay's,Texture,1,Striking and smashing objects,Twist the unopened top to form a short handle and swing the puffy bag so the air-filled body slaps surfaces.,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
118,Hammer,Lay's,Hardness,1,Striking and smashing objects,Twist the unopened top to form a short handle and swing the puffy bag so the air-filled body slaps surfaces.,1,1.0,True,1,1.0,True,1,1.0,True,0,0,0,fine_tuned
119,Hammer,Lay's,Temperature,2,Striking and smashing objects,Twist the unopened top to form a short handle and swing the puffy bag so the air-filled body slaps surfaces.,2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
120,Keyboard,Desk Lamp,Inertia,4,VR players would press series of piano keys to generate musical notes.,"Place a hand on the horizontal light bar and press it gently downward against the hinge spring, then release; the hinge’s resistance and snap-back imitate a key stroke.",5,0.9,True,3,0.9,True,3,0.9,True,1,1,1,fine_tuned
121,Keyboard,Desk Lamp,Interactivity,3,VR players would press series of piano keys to generate musical notes.,"Place a hand on the horizontal light bar and press it gently downward against the hinge spring, then release; the hinge’s resistance and snap-back imitate a key stroke.",5,0.5,True,2,0.9,True,2,0.9,True,2,1,1,base_4o
122,Keyboard,Desk Lamp,Outline,5,VR players would press series of piano keys to generate musical notes.,"Place a hand on the horizontal light bar and press it gently downward against the hinge spring, then release; the hinge’s resistance and snap-back imitate a key stroke.",4,0.9,True,2,0.0,True,1,0.0,True,1,3,4,fine_tuned
123,Keyboard,Desk Lamp,Texture,5,VR players would press series of piano keys to generate musical notes.,"Place a hand on the horizontal light bar and press it gently downward against the hinge spring, then release; the hinge’s resistance and snap-back imitate a key stroke.",5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
124,Keyboard,Desk Lamp,Hardness,4,VR players would press series of piano keys to generate musical notes.,"Place a hand on the horizontal light bar and press it gently downward against the hinge spring, then release; the hinge’s resistance and snap-back imitate a key stroke.",5,0.9,True,3,0.9,True,5,0.9,True,1,1,1,fine_tuned
125,Keyboard,Desk Lamp,Temperature,5,VR players would press series of piano keys to generate musical notes.,"Place a hand on the horizontal light bar and press it gently downward against the hinge spring, then release; the hinge’s resistance and snap-back imitate a key stroke.",5,1.0,True,3,0.5,True,4,0.9,True,0,2,1,fine_tuned
126,Keyboard,Portable Stapler,Inertia,6,VR players would press series of piano keys to generate musical notes.,"Press the stapler top halfway without firing staples, mirroring a per-key’s motion. ",6,1.0,True,2,0.0,True,2,0.0,True,0,4,4,fine_tuned
127,Keyboard,Portable Stapler,Interactivity,6,VR players would press series of piano keys to generate musical notes.,"Press the stapler top halfway without firing staples, mirroring a per-key’s motion. ",5,0.9,True,2,0.0,True,2,0.0,True,1,4,4,fine_tuned
128,Keyboard,Portable Stapler,Outline,2,VR players would press series of piano keys to generate musical notes.,"Press the stapler top halfway without firing staples, mirroring a per-key’s motion. ",5,0.0,True,2,1.0,True,3,0.9,True,3,0,1,base_4o
129,Keyboard,Portable Stapler,Texture,6,VR players would press series of piano keys to generate musical notes.,"Press the stapler top halfway without firing staples, mirroring a per-key’s motion. ",6,1.0,True,2,0.0,True,5,0.9,True,0,4,1,fine_tuned
130,Keyboard,Portable Stapler,Hardness,6,VR players would press series of piano keys to generate musical notes.,"Press the stapler top halfway without firing staples, mirroring a per-key’s motion. ",6,1.0,True,3,0.0,True,5,0.9,True,0,3,1,fine_tuned
131,Keyboard,Portable Stapler,Temperature,5,VR players would press series of piano keys to generate musical notes.,"Press the stapler top halfway without firing staples, mirroring a per-key’s motion. ",6,0.9,True,4,0.9,True,5,1.0,True,1,1,0,base_mini
132,Keyboard,Game Controller,Inertia,4,VR players would press series of piano keys to generate musical notes.,Use the ABXY face buttons as surrogate piano keys. ,5,0.9,True,2,0.5,True,4,1.0,True,1,2,0,base_mini
133,Keyboard,Game Controller,Interactivity,5,VR players would press series of piano keys to generate musical notes.,Use the ABXY face buttons as surrogate piano keys. ,5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
134,Keyboard,Game Controller,Outline,2,VR players would press series of piano keys to generate musical notes.,Use the ABXY face buttons as surrogate piano keys. ,2,1.0,True,2,1.0,True,2,1.0,True,0,0,0,fine_tuned
135,Keyboard,Game Controller,Texture,5,VR players would press series of piano keys to generate musical notes.,Use the ABXY face buttons as surrogate piano keys. ,5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
136,Keyboard,Game Controller,Hardness,5,VR players would press series of piano keys to generate musical notes.,Use the ABXY face buttons as surrogate piano keys. ,6,0.9,True,4,0.9,True,5,1.0,True,1,1,0,base_mini
137,Keyboard,Game Controller,Temperature,4,VR players would press series of piano keys to generate musical notes.,Use the ABXY face buttons as surrogate piano keys. ,5,0.9,True,4,1.0,True,7,0.0,True,1,0,3,base_4o
138,Keyboard,Stainless Steel Water Bottle,Inertia,2,VR players would press series of piano keys to generate musical notes.,Lay the bottle on its side and press the thin metal wall with fingertips.,2,1.0,True,2,1.0,True,2,1.0,True,0,0,0,fine_tuned
139,Keyboard,Stainless Steel Water Bottle,Interactivity,2,VR players would press series of piano keys to generate musical notes.,Lay the bottle on its side and press the thin metal wall with fingertips.,2,1.0,True,1,0.9,True,1,0.9,True,0,1,1,fine_tuned
140,Keyboard,Stainless Steel Water Bottle,Outline,3,VR players would press series of piano keys to generate musical notes.,Lay the bottle on its side and press the thin metal wall with fingertips.,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
141,Keyboard,Stainless Steel Water Bottle,Texture,3,VR players would press series of piano keys to generate musical notes.,Lay the bottle on its side and press the thin metal wall with fingertips.,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
142,Keyboard,Stainless Steel Water Bottle,Hardness,2,VR players would press series of piano keys to generate musical notes.,Lay the bottle on its side and press the thin metal wall with fingertips.,2,1.0,True,2,1.0,True,2,1.0,True,0,0,0,fine_tuned
143,Keyboard,Stainless Steel Water Bottle,Temperature,5,VR players would press series of piano keys to generate musical notes.,Lay the bottle on its side and press the thin metal wall with fingertips.,4,0.9,True,2,0.0,True,2,0.0,True,1,3,3,fine_tuned
144,Keyboard,Sewing Tape Measure,Inertia,5,VR players would press series of piano keys to generate musical notes.,Press the central retract button repeatedly; its short spring travel and audible click simulate the actuation and bottom-out of piano keys. ,6,0.9,True,2,0.0,True,5,1.0,True,1,3,0,base_mini
145,Keyboard,Sewing Tape Measure,Interactivity,5,VR players would press series of piano keys to generate musical notes.,Press the central retract button repeatedly; its short spring travel and audible click simulate the actuation and bottom-out of piano keys. ,5,1.0,True,2,0.0,True,3,0.5,True,0,3,2,fine_tuned
146,Keyboard,Sewing Tape Measure,Outline,1,VR players would press series of piano keys to generate musical notes.,Press the central retract button repeatedly; its short spring travel and audible click simulate the actuation and bottom-out of piano keys. ,5,0.0,True,2,0.9,True,1,1.0,True,4,1,0,base_mini
147,Keyboard,Sewing Tape Measure,Texture,4,VR players would press series of piano keys to generate musical notes.,Press the central retract button repeatedly; its short spring travel and audible click simulate the actuation and bottom-out of piano keys. ,5,0.9,True,2,0.5,True,3,0.9,True,1,2,1,fine_tuned
148,Keyboard,Sewing Tape Measure,Hardness,5,VR players would press series of piano keys to generate musical notes.,Press the central retract button repeatedly; its short spring travel and audible click simulate the actuation and bottom-out of piano keys. ,5,1.0,True,3,0.5,True,5,1.0,True,0,2,0,fine_tuned
149,Keyboard,Sewing Tape Measure,Temperature,3,VR players would press series of piano keys to generate musical notes.,Press the central retract button repeatedly; its short spring travel and audible click simulate the actuation and bottom-out of piano keys. ,4,0.9,True,3,1.0,True,6,0.0,True,1,0,3,base_4o
150,Party Balloon,Portable Stapler,Inertia,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Flick the spring-loaded top cover—let it snap back to feel a gentle rebound reminiscent of a balloon snap.,4,0.9,True,2,0.9,True,2,0.9,True,1,1,1,fine_tuned
151,Party Balloon,Portable Stapler,Interactivity,6,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Flick the spring-loaded top cover—let it snap back to feel a gentle rebound reminiscent of a balloon snap.,5,0.9,True,2,0.0,True,2,0.0,True,1,4,4,fine_tuned
152,Party Balloon,Portable Stapler,Outline,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Flick the spring-loaded top cover—let it snap back to feel a gentle rebound reminiscent of a balloon snap.,2,0.9,True,2,0.9,True,1,0.5,True,1,1,2,fine_tuned
153,Party Balloon,Portable Stapler,Texture,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Flick the spring-loaded top cover—let it snap back to feel a gentle rebound reminiscent of a balloon snap.,3,1.0,True,2,0.9,True,1,0.5,True,0,1,2,fine_tuned
154,Party Balloon,Portable Stapler,Hardness,2,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Flick the spring-loaded top cover—let it snap back to feel a gentle rebound reminiscent of a balloon snap.,3,0.9,True,2,1.0,True,1,0.9,True,1,0,1,base_4o
155,Party Balloon,Portable Stapler,Temperature,4,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Flick the spring-loaded top cover—let it snap back to feel a gentle rebound reminiscent of a balloon snap.,4,1.0,True,2,0.5,True,6,0.5,True,0,2,2,fine_tuned
156,Party Balloon,Game Controller,Inertia,5,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Flick either thumb-stick sideways and let it self-center; the spring return offers a smooth, low-force bounce like nudging a small balloon. ",5,1.0,True,3,0.5,True,5,1.0,True,0,2,0,fine_tuned
157,Party Balloon,Game Controller,Interactivity,6,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Flick either thumb-stick sideways and let it self-center; the spring return offers a smooth, low-force bounce like nudging a small balloon. ",6,1.0,True,3,0.0,True,5,0.9,True,0,3,1,fine_tuned
158,Party Balloon,Game Controller,Outline,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Flick either thumb-stick sideways and let it self-center; the spring return offers a smooth, low-force bounce like nudging a small balloon. ",2,0.9,True,2,0.9,True,1,0.5,True,1,1,2,fine_tuned
159,Party Balloon,Game Controller,Texture,2,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Flick either thumb-stick sideways and let it self-center; the spring return offers a smooth, low-force bounce like nudging a small balloon. ",5,0.0,True,2,1.0,True,2,1.0,True,3,0,0,base_4o
160,Party Balloon,Game Controller,Hardness,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Flick either thumb-stick sideways and let it self-center; the spring return offers a smooth, low-force bounce like nudging a small balloon. ",5,0.5,True,3,1.0,True,3,1.0,True,2,0,0,base_4o
161,Party Balloon,Game Controller,Temperature,4,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Flick either thumb-stick sideways and let it self-center; the spring return offers a smooth, low-force bounce like nudging a small balloon. ",4,1.0,True,2,0.5,True,6,0.5,True,0,2,2,fine_tuned
162,Party Balloon,Ergonomic Chair,Inertia,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Stand beside the chair and gently push its mesh backrest; the flexible mesh and rolling casters let it glide and spring, echoing a balloon’s slow float away after contact. ",3,1.0,True,2,0.9,True,2,0.9,True,0,1,1,fine_tuned
163,Party Balloon,Ergonomic Chair,Interactivity,6,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Stand beside the chair and gently push its mesh backrest; the flexible mesh and rolling casters let it glide and spring, echoing a balloon’s slow float away after contact. ",5,0.9,True,3,0.0,True,2,0.0,True,1,3,4,fine_tuned
164,Party Balloon,Ergonomic Chair,Outline,5,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Stand beside the chair and gently push its mesh backrest; the flexible mesh and rolling casters let it glide and spring, echoing a balloon’s slow float away after contact. ",2,0.0,True,1,0.0,True,1,0.0,True,3,4,4,fine_tuned
165,Party Balloon,Ergonomic Chair,Texture,2,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Stand beside the chair and gently push its mesh backrest; the flexible mesh and rolling casters let it glide and spring, echoing a balloon’s slow float away after contact. ",4,0.5,True,2,1.0,True,1,0.9,True,2,0,1,base_4o
166,Party Balloon,Ergonomic Chair,Hardness,5,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Stand beside the chair and gently push its mesh backrest; the flexible mesh and rolling casters let it glide and spring, echoing a balloon’s slow float away after contact. ",5,1.0,True,2,0.0,True,2,0.0,True,0,3,3,fine_tuned
167,Party Balloon,Ergonomic Chair,Temperature,5,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Stand beside the chair and gently push its mesh backrest; the flexible mesh and rolling casters let it glide and spring, echoing a balloon’s slow float away after contact. ",5,1.0,True,2,0.0,True,5,1.0,True,0,3,0,fine_tuned
168,Party Balloon,Mechanical Keyboard,Inertia,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Gently tap an edge key with a quick flick. ,5,0.5,True,1,0.5,True,1,0.5,True,2,2,2,fine_tuned
169,Party Balloon,Mechanical Keyboard,Interactivity,5,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Gently tap an edge key with a quick flick. ,4,0.9,True,2,0.0,True,3,0.5,True,1,3,2,fine_tuned
170,Party Balloon,Mechanical Keyboard,Outline,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Gently tap an edge key with a quick flick. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
171,Party Balloon,Mechanical Keyboard,Texture,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Gently tap an edge key with a quick flick. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
172,Party Balloon,Mechanical Keyboard,Hardness,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Gently tap an edge key with a quick flick. ,2,0.9,True,1,0.5,True,1,0.5,True,1,2,2,fine_tuned
173,Party Balloon,Mechanical Keyboard,Temperature,4,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,Gently tap an edge key with a quick flick. ,4,1.0,True,2,0.5,True,6,0.5,True,0,2,2,fine_tuned
174,Party Balloon,Pillow,Inertia,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Give the plush shell a playful swat; its soft stuffing compresses and lags before rebounding, matching the squishy response of a balloon. ",5,0.5,True,3,1.0,True,2,0.9,True,2,0,1,base_4o
175,Party Balloon,Pillow,Interactivity,5,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Give the plush shell a playful swat; its soft stuffing compresses and lags before rebounding, matching the squishy response of a balloon. ",6,0.9,True,3,0.5,True,5,1.0,True,1,2,0,base_mini
176,Party Balloon,Pillow,Outline,6,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Give the plush shell a playful swat; its soft stuffing compresses and lags before rebounding, matching the squishy response of a balloon. ",5,0.9,True,2,0.0,True,2,0.0,True,1,4,4,fine_tuned
177,Party Balloon,Pillow,Texture,2,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Give the plush shell a playful swat; its soft stuffing compresses and lags before rebounding, matching the squishy response of a balloon. ",5,0.0,True,2,1.0,True,2,1.0,True,3,0,0,base_4o
178,Party Balloon,Pillow,Hardness,3,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Give the plush shell a playful swat; its soft stuffing compresses and lags before rebounding, matching the squishy response of a balloon. ",6,0.0,True,5,0.5,True,3,1.0,True,3,2,0,base_mini
179,Party Balloon,Pillow,Temperature,4,These party balloons would be used for playful interaction in celebration VR environments. VR players would flick or tap floating balloons to set them in motion.,"Give the plush shell a playful swat; its soft stuffing compresses and lags before rebounding, matching the squishy response of a balloon. ",5,0.9,True,3,0.9,True,3,0.9,True,1,1,1,fine_tuned
180,Pot Plant,Sewing Tape Measure,Inertia,5,VR players would run their hands along the leaves for stress relief.,Run your fingers on the pile of pull-out tape.,5,1.0,True,2,0.0,True,3,0.5,True,0,3,2,fine_tuned
181,Pot Plant,Sewing Tape Measure,Interactivity,3,VR players would run their hands along the leaves for stress relief.,Run your fingers on the pile of pull-out tape.,3,1.0,True,2,0.9,True,3,1.0,True,0,1,0,fine_tuned
182,Pot Plant,Sewing Tape Measure,Outline,4,VR players would run their hands along the leaves for stress relief.,Run your fingers on the pile of pull-out tape.,2,0.5,True,2,0.5,True,2,0.5,True,2,2,2,fine_tuned
183,Pot Plant,Sewing Tape Measure,Texture,4,VR players would run their hands along the leaves for stress relief.,Run your fingers on the pile of pull-out tape.,4,1.0,True,2,0.5,True,1,0.0,True,0,2,3,fine_tuned
184,Pot Plant,Sewing Tape Measure,Hardness,5,VR players would run their hands along the leaves for stress relief.,Run your fingers on the pile of pull-out tape.,5,1.0,True,2,0.0,True,3,0.5,True,0,3,2,fine_tuned
185,Pot Plant,Sewing Tape Measure,Temperature,3,VR players would run their hands along the leaves for stress relief.,Run your fingers on the pile of pull-out tape.,5,0.5,True,2,0.9,True,4,0.9,True,2,1,1,base_4o
186,Pot Plant,Stainless Steel Water Bottle,Inertia,1,VR players would run their hands along the leaves for stress relief.,"Roll the bottle slowly between hands, feeling the matte texture and curved taper—mirrors the firm stalk and gentle curvature near a plant’s stem.  ",2,0.9,True,2,0.9,True,2,0.9,True,1,1,1,fine_tuned
187,Pot Plant,Stainless Steel Water Bottle,Interactivity,1,VR players would run their hands along the leaves for stress relief.,"Roll the bottle slowly between hands, feeling the matte texture and curved taper—mirrors the firm stalk and gentle curvature near a plant’s stem.  ",2,0.9,True,2,0.9,True,2,0.9,True,1,1,1,fine_tuned
188,Pot Plant,Stainless Steel Water Bottle,Outline,2,VR players would run their hands along the leaves for stress relief.,"Roll the bottle slowly between hands, feeling the matte texture and curved taper—mirrors the firm stalk and gentle curvature near a plant’s stem.  ",2,1.0,True,2,1.0,True,2,1.0,True,0,0,0,fine_tuned
189,Pot Plant,Stainless Steel Water Bottle,Texture,2,VR players would run their hands along the leaves for stress relief.,"Roll the bottle slowly between hands, feeling the matte texture and curved taper—mirrors the firm stalk and gentle curvature near a plant’s stem.  ",2,1.0,True,2,1.0,True,3,0.9,True,0,0,1,fine_tuned
190,Pot Plant,Stainless Steel Water Bottle,Hardness,1,VR players would run their hands along the leaves for stress relief.,"Roll the bottle slowly between hands, feeling the matte texture and curved taper—mirrors the firm stalk and gentle curvature near a plant’s stem.  ",1,1.0,True,2,0.9,True,1,1.0,True,0,1,0,fine_tuned
191,Pot Plant,Stainless Steel Water Bottle,Temperature,3,VR players would run their hands along the leaves for stress relief.,"Roll the bottle slowly between hands, feeling the matte texture and curved taper—mirrors the firm stalk and gentle curvature near a plant’s stem.  ",2,0.9,True,2,0.9,True,3,1.0,True,1,1,0,base_mini
192,Pot Plant,Game Controller,Inertia,2,VR players would run their hands along the leaves for stress relief.,Glide fingertips over the convex analog sticks and textured grips without pressing buttons; varying contours substitute for clusters of leaves under roaming touch.,2,1.0,True,2,1.0,True,3,0.9,True,0,0,1,fine_tuned
193,Pot Plant,Game Controller,Interactivity,2,VR players would run their hands along the leaves for stress relief.,Glide fingertips over the convex analog sticks and textured grips without pressing buttons; varying contours substitute for clusters of leaves under roaming touch.,3,0.9,True,2,1.0,True,3,0.9,True,1,0,1,base_4o
194,Pot Plant,Game Controller,Outline,2,VR players would run their hands along the leaves for stress relief.,Glide fingertips over the convex analog sticks and textured grips without pressing buttons; varying contours substitute for clusters of leaves under roaming touch.,2,1.0,True,2,1.0,True,2,1.0,True,0,0,0,fine_tuned
195,Pot Plant,Game Controller,Texture,4,VR players would run their hands along the leaves for stress relief.,Glide fingertips over the convex analog sticks and textured grips without pressing buttons; varying contours substitute for clusters of leaves under roaming touch.,2,0.5,True,2,0.5,True,2,0.5,True,2,2,2,fine_tuned
196,Pot Plant,Game Controller,Hardness,2,VR players would run their hands along the leaves for stress relief.,Glide fingertips over the convex analog sticks and textured grips without pressing buttons; varying contours substitute for clusters of leaves under roaming touch.,2,1.0,True,2,1.0,True,2,1.0,True,0,0,0,fine_tuned
197,Pot Plant,Game Controller,Temperature,2,VR players would run their hands along the leaves for stress relief.,Glide fingertips over the convex analog sticks and textured grips without pressing buttons; varying contours substitute for clusters of leaves under roaming touch.,3,0.9,True,2,1.0,True,4,0.5,True,1,0,2,base_4o
198,Pot Plant,Lay's,Inertia,5,VR players would run their hands along the leaves for stress relief.,Lightly crinkle and stroke the inflated bag surface; the air-filled crunch and soft give echo flexible leaves that rustle when touched.  ,5,1.0,True,2,0.0,True,4,0.9,True,0,3,1,fine_tuned
199,Pot Plant,Lay's,Interactivity,5,VR players would run their hands along the leaves for stress relief.,Lightly crinkle and stroke the inflated bag surface; the air-filled crunch and soft give echo flexible leaves that rustle when touched.  ,5,1.0,True,3,0.5,True,3,0.5,True,0,2,2,fine_tuned
200,Pot Plant,Lay's,Outline,3,VR players would run their hands along the leaves for stress relief.,Lightly crinkle and stroke the inflated bag surface; the air-filled crunch and soft give echo flexible leaves that rustle when touched.  ,5,0.5,True,2,0.9,True,2,0.9,True,2,1,1,base_4o
201,Pot Plant,Lay's,Texture,5,VR players would run their hands along the leaves for stress relief.,Lightly crinkle and stroke the inflated bag surface; the air-filled crunch and soft give echo flexible leaves that rustle when touched.  ,5,1.0,True,3,0.5,True,2,0.0,True,0,2,3,fine_tuned
202,Pot Plant,Lay's,Hardness,5,VR players would run their hands along the leaves for stress relief.,Lightly crinkle and stroke the inflated bag surface; the air-filled crunch and soft give echo flexible leaves that rustle when touched.  ,5,1.0,True,4,0.9,True,2,0.0,True,0,1,3,fine_tuned
203,Pot Plant,Lay's,Temperature,3,VR players would run their hands along the leaves for stress relief.,Lightly crinkle and stroke the inflated bag surface; the air-filled crunch and soft give echo flexible leaves that rustle when touched.  ,5,0.5,True,3,1.0,True,4,0.9,True,2,0,1,base_4o
204,Pot Plant,Ergonomic Chair,Inertia,4,VR players would run their hands along the leaves for stress relief.,"Stand beside chair and pass hands over the mesh backrest; the tensioned fabric yields slightly then springs back, similar to flexible foliage surfaces. ",5,0.9,True,3,0.9,True,4,1.0,True,1,1,0,base_mini
205,Pot Plant,Ergonomic Chair,Interactivity,4,VR players would run their hands along the leaves for stress relief.,"Stand beside chair and pass hands over the mesh backrest; the tensioned fabric yields slightly then springs back, similar to flexible foliage surfaces. ",5,0.9,True,3,0.9,True,4,1.0,True,1,1,0,base_mini
206,Pot Plant,Ergonomic Chair,Outline,2,VR players would run their hands along the leaves for stress relief.,"Stand beside chair and pass hands over the mesh backrest; the tensioned fabric yields slightly then springs back, similar to flexible foliage surfaces. ",4,0.5,True,2,1.0,True,2,1.0,True,2,0,0,base_4o
207,Pot Plant,Ergonomic Chair,Texture,4,VR players would run their hands along the leaves for stress relief.,"Stand beside chair and pass hands over the mesh backrest; the tensioned fabric yields slightly then springs back, similar to flexible foliage surfaces. ",5,0.9,True,3,0.9,True,3,0.9,True,1,1,1,fine_tuned
208,Pot Plant,Ergonomic Chair,Hardness,4,VR players would run their hands along the leaves for stress relief.,"Stand beside chair and pass hands over the mesh backrest; the tensioned fabric yields slightly then springs back, similar to flexible foliage surfaces. ",5,0.9,True,5,0.9,True,5,0.9,True,1,1,1,fine_tuned
209,Pot Plant,Ergonomic Chair,Temperature,3,VR players would run their hands along the leaves for stress relief.,"Stand beside chair and pass hands over the mesh backrest; the tensioned fabric yields slightly then springs back, similar to flexible foliage surfaces. ",5,0.5,True,3,1.0,True,5,0.5,True,2,0,2,base_4o
210,Red Button,Ergonomic Chair,Inertia,2,Pressing the button to trigger critical actions,Simply jab the padded armrest top.,2,1.0,True,2,1.0,True,1,0.9,True,0,0,1,fine_tuned
211,Red Button,Ergonomic Chair,Interactivity,2,Pressing the button to trigger critical actions,Simply jab the padded armrest top.,4,0.5,True,1,0.9,True,1,0.9,True,2,1,1,base_4o
212,Red Button,Ergonomic Chair,Outline,4,Pressing the button to trigger critical actions,Simply jab the padded armrest top.,2,0.5,True,1,0.0,True,1,0.0,True,2,3,3,fine_tuned
213,Red Button,Ergonomic Chair,Texture,3,Pressing the button to trigger critical actions,Simply jab the padded armrest top.,3,1.0,True,2,0.9,True,2,0.9,True,0,1,1,fine_tuned
214,Red Button,Ergonomic Chair,Hardness,3,Pressing the button to trigger critical actions,Simply jab the padded armrest top.,3,1.0,True,2,0.9,True,1,0.5,True,0,1,2,fine_tuned
215,Red Button,Ergonomic Chair,Temperature,4,Pressing the button to trigger critical actions,Simply jab the padded armrest top.,3,0.9,True,2,0.5,True,4,1.0,True,1,2,0,base_mini
216,Red Button,Pillow,Inertia,6,Pressing the button to trigger critical actions,Push finger or whole palm into the plush’s top; stuffing compresses and springs back.,2,0.0,True,2,0.0,True,2,0.0,True,4,4,4,fine_tuned
